id,rep,stages,scens,duality_handler,forward_pass,backward_pass,sampling_scheme,fpass_type,mipgap,M,total_time,backward_pass_time,iterations,lower_bound,ci_low,ci_high,gap,std_cuts,nonstd_cuts,delta,type1_prob,type2_prob,seed,lagrangian_dominant,integer_lshaped_dominant,incomparable,aggregation_timestamp
60,1,10,10,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,86.27642703056335,54.158,64,22414.110825198153,22605.531444389897,22920.8300891522,2.2107369671304546,846,167,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
60,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,14.10176420211792,4.823,13,22234.488711818067,22607.64429733239,22919.382199632313,2.988272030409414,200,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
60,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,100.19316697120667,35.467,189,22282.144816923254,22549.13050088058,22867.442782055747,2.559525219810677,1417,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
60,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,25.994791984558105,9.761,38,22268.869927310297,22523.034196805427,22842.545570789756,2.511434821051884,503,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
60,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,104.76703810691833,95.721,13,22524.419659086285,22610.393101115962,22923.643601876578,1.7415379061189553,0,201,0.01,1.28,1.28,1001,0,0,201,2025-11-12T18:43:50.626
60,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,3625.158567905426,3562.457,218,22599.364800006653,22550.680799441692,22866.839660684043,1.1697062849365727,0,1913,0.01,1.28,1.28,2001,0,0,1913,2025-11-12T18:43:50.626
60,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,694.0472700595856,676.186,64,22591.801828508527,22524.623078590957,22842.69758068554,1.0983630601893377,0,757,0.01,1.28,1.28,3001,0,0,757,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,212.85091519355774,199.932,29,24771.499539537144,24667.33073355769,24978.61110126924,0.8291556359655781,0,383,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,309.06885504722595,294.628,49,24781.194125169222,24621.136641294044,24938.003326510745,0.6287961361157732,0,608,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,92.95209908485413,83.244,15,24717.848063506273,24559.557020878565,24873.542592795508,0.625944329033092,0,216,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,79.27403616905212,67.121,29,24681.797994646422,24680.579495086848,24990.43336021924,1.235014059676589,332,99,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,169.09250116348267,154.652,49,24746.611378109057,24623.287731742264,24937.981717368868,0.7673850331140663,433,249,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,2114.145483016968,2043.729,188,24788.488929661224,24561.02721897239,24872.899381468582,0.33936715825838837,718,1082,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3610.336347103119,3106.018,631,4133.604665678591,30431.71630120339,30817.844377140438,86.58697663894769,0,10214,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3606.1739089488983,3100.189,629,4129.275824842131,29860.30355166941,30251.305173131517,86.3500903474748,0,10143,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3614.9354989528656,3082.197,620,4112.227737807288,29475.851634584338,29857.33674778328,86.2270778785633,0,10007,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,31.809076070785522,15.968,29,24555.994631938414,24692.716284496066,25002.827731093126,1.7871302556671906,393,62,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,73.37701606750488,47.735,57,24625.369129912302,24917.38068935052,25230.639468647492,2.39894965598205,671,174,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,125.47800302505493,85.257,66,24612.334020526432,24660.803965896066,24969.887472655824,1.4319385801035103,754,209,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,16.492576122283936,6.024,29,24485.068549821204,24671.27121093043,24983.324706504583,1.994354884855076,364,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,23.001292943954468,8.552,49,24490.90476200638,24621.73456607197,24937.672655876555,1.7915380478173648,551,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,78.1726450920105,27.032,188,24494.322205287634,24560.243456680142,24874.20084363999,1.5271993690984642,1448,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,255.06042003631592,242.02,29,24771.499539537144,24667.33073355769,24978.61110126924,0.8291556359655781,0,383,0.01,1.28,1.28,1001,0,0,383,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,477.0468490123749,458.097,49,24781.194125169222,24621.136641294044,24938.003326510745,0.6287961361157732,0,608,0.01,1.28,1.28,2001,0,0,608,2025-11-12T18:43:50.626
61,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,108.46035599708557,98.367,15,24717.848063506273,24559.557020878565,24873.542592795508,0.625944329033092,0,216,0.01,1.28,1.28,3001,0,0,216,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,737.8211259841919,713.731,92,26414.82971175283,26261.79710820153,26599.53983132728,0.6944109587824926,0,997,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,876.7292377948761,847.622,87,26419.619947085223,26237.42567631454,26577.08887208534,0.5924987712462048,0,939,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,113.33927202224731,101.406,18,26384.81282436657,26335.308372001382,26672.882548986716,1.0800097218254683,0,274,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,648.7863209247589,617.48,92,26396.00544836889,26254.87744819214,26592.80183759039,0.7400363091613573,686,510,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,435.47997403144836,410.705,87,26395.575654367654,26229.150476092378,26570.43518895591,0.658098120504017,707,406,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,453.88473987579346,427.831,89,26391.934916156417,26335.78958034639,26674.774104586853,1.0603245872728908,733,376,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3604.0253739356995,2990.776,625,4269.559455248975,30162.080556932357,30570.153517692794,86.03356881156019,0,10320,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3602.8255231380463,2994.268,554,4150.716043580676,31543.816403652105,31959.93190924543,87.01275066740693,0,9098,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3613.9332609176636,3005.841,632,4281.963732324365,32096.99429089871,32510.93675052765,86.82915916824552,0,10398,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,40.25075697898865,22.718,47,26215.28468665936,26320.06688291457,26661.14049253432,1.672305826526092,649,107,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,39.797386169433594,20.188,36,26203.815846872152,26299.5078905375,26637.279016987715,1.6272802107119326,495,74,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,188.80885410308838,141.574,89,26280.415247375662,26468.504698330853,26810.89733566363,1.9786062422548076,1009,368,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,38.63408422470093,14.528,92,26138.855048189558,26260.028871156166,26598.99373742703,1.7299101378787054,963,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,37.90579891204834,14.245,87,26138.75827989382,26234.17143798591,26575.41242023355,1.6430756875376986,930,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,19.849358797073364,6.887,18,26110.516959664947,26337.022776923837,26675.15164735691,2.116706570805605,275,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,1122.84104514122,1091.703,92,26414.82971175283,26261.79710820153,26599.53983132728,0.6944109587824926,0,997,0.01,1.28,1.28,1001,0,0,997,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,824.8533179759979,800.984,87,26419.619947085223,26237.42567631454,26577.08887208534,0.5924987712462048,0,939,0.01,1.28,1.28,2001,0,0,939,2025-11-12T18:43:50.626
62,1,10,10,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,140.31505703926086,129.735,18,26384.81282436657,26335.308372001382,26672.882548986716,1.0800097218254683,0,274,0.01,1.28,1.28,3001,0,0,274,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3625.7579329013824,3585.514,129,25845.228669498738,25776.362028896627,26124.180286249568,1.0677908883428424,0,1490,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,678.5386090278625,663.487,37,25824.923161363302,25790.61943793934,26148.30450218757,1.2367201123775102,0,534,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,2406.300877094269,2376.025,103,25846.70170067903,25845.35393458675,26192.594082347012,1.320573214629025,0,1321,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,540.5673718452454,521.403,73,25803.369967825485,25781.95134646241,26130.707168687215,1.2526917038586023,700,379,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,153.900328874588,141.636,37,25761.967987394226,25791.737514826902,26147.219929783856,1.4733954256865227,432,145,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,1092.2806091308594,1063.196,103,25820.853325826618,25847.75851020558,26196.208874358937,1.4328620997510848,866,599,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3608.243010997772,3301.255,462,4069.2112162873937,30565.999527762895,30991.22133552327,86.86979395799702,0,7603,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3606.0856630802155,3299.562,463,4074.0195929967713,30078.33626702795,30514.726041880396,86.64900485291815,0,7626,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3634.174548149109,3316.915,465,4077.0086426292464,30420.311795028003,30849.57990219883,86.78423286296145,0,7659,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,663.5302917957306,571.153,131,25720.21704160952,25883.58908878881,26232.24757661816,1.9519125592007271,1491,528,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,29.016511917114258,16.829,30,25630.944211850816,25921.460660009885,26274.4189020146,2.4490539355541974,450,39,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,61.65058088302612,43.706,48,25664.76310380524,25885.717999686425,26228.952841951515,2.1510189199924588,674,105,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,35.8932409286499,17.434,73,25574.167707539757,25784.523162453264,26132.414187408005,2.136222378326001,959,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,28.928197860717773,13.207,37,25560.202697118653,25791.28744116067,26146.1271983526,2.240960952989102,531,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,53.72887086868286,26.022,103,25578.239289617726,25853.54592986734,26200.5691984243,2.375253392754533,1290,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,3635.0637311935425,3599.271,106,25844.752543112983,25779.205934795293,26127.12730681129,1.0807723343725266,0,1303,0.01,1.28,1.28,1001,0,0,1303,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,655.8442101478577,643.364,37,25824.923161363302,25790.61943793934,26148.30450218757,1.2367201123775102,0,534,0.01,1.28,1.28,2001,0,0,534,2025-11-12T18:43:50.626
63,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,2922.2400789260864,2891.799,103,25846.70170067903,25845.35393458675,26192.594082347012,1.320573214629025,0,1321,0.01,1.28,1.28,3001,0,0,1321,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,73.25552201271057,65.344,7,25610.180872185294,25787.65327940296,26102.81462018099,1.8872821002790414,0,118,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,989.9087719917297,969.695,54,25762.492235780872,25621.754863522332,25949.38149157481,0.7202069762418754,0,768,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,159.26948404312134,149.866,15,25685.573642536754,25636.13015748611,25953.429655236174,1.0320640326061075,0,240,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,12.320183038711548,4.362,7,25357.580835978377,25786.64310374956,26102.38884407198,2.8534093662571127,119,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,244.8255319595337,228.078,54,25690.095414382577,25617.914717881147,25946.273233562046,0.9873395569121575,644,183,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,27.579609155654907,17.098,15,25512.633348948133,25645.25722584994,25966.388613438456,1.7474715920083295,238,11,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3607.256664991379,3286.947,460,4122.827810049815,31628.533472484018,32002.169146749384,87.11703637605268,0,7565,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3611.8352460861206,3305.596,463,4131.271595544653,30211.339110496865,30605.09498724392,86.50135999490756,0,7601,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3611.5533831119537,3302.451,461,4124.709033211835,30090.568687649225,30470.442080827102,86.46324519260183,0,7592,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,15.292898178100586,5.461,7,25357.580835978377,25786.64310374956,26102.38884407198,2.8534093662571127,119,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,64.41336297988892,43.497,54,25588.383718836943,25663.75955090688,25991.746939661232,1.5518896123476422,775,102,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,17.052870988845825,7.144,15,25465.355458757924,25749.787036878308,26067.93297609247,2.3115661601830295,247,6,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,12.492679834365845,4.471,7,25357.580835978377,25786.64310374956,26102.38884407198,2.8534093662571127,119,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,37.410457134246826,18.175,54,25473.847745245235,25622.030216299358,25950.703551472918,1.8375448098424174,723,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,21.380048036575317,8.514,15,25411.910122483754,25650.512545028487,25968.851857224367,2.1446529011088136,243,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,105.05397200584412,94.873,7,25610.180872185294,25787.65327940296,26102.81462018099,1.8872821002790414,0,118,0.01,1.28,1.28,1001,0,0,118,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,892.7107150554657,877.188,54,25762.492235780872,25621.754863522332,25949.38149157481,0.7202069762418754,0,768,0.01,1.28,1.28,2001,0,0,768,2025-11-12T18:43:50.626
64,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,239.8868329524994,227.463,15,25685.573642536754,25636.13015748611,25953.429655236174,1.0320640326061075,0,240,0.01,1.28,1.28,3001,0,0,240,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,210.0901961326599,200.931,16,22420.463251350324,22540.764570515083,22832.93657978177,1.8064839228638037,0,252,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,230.52358102798462,220.579,18,22426.11537932526,22440.5927459236,22724.22839740696,1.3118730056230166,0,284,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,48.90741801261902,40.024,4,21955.350952249755,22501.403410546438,22797.167976407873,3.692638598922855,0,65,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,750.7134878635406,727.229,65,22438.87801595722,22529.16981046493,22820.427708383188,1.6719655621783276,615,344,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,34.06679010391235,23.119,19,22253.116853786527,22428.473585327272,22718.429974416395,2.048174636864715,290,21,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,16.73226499557495,5.349,4,21795.16956896247,22494.809482289304,22790.681066924088,4.3680638373128575,65,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
